 |WURZEL|STAMM|VERB|NOMEN|ADJEKTIV|WEITERE|KOGNATE|BEDEUTUNG|GLOSE
| tral | tral | träll -er -n (U) | | | trala | |Stimmgeräusch|
| tramp | tramp | tramp -el -n | | | | | |
| tramp | tramp | tramp -en | | | | |Körperbewegung|
| träne | träne | träne -n | die Träne | | | |Resultat|
| trapp | trapp | trap -s -en | | | | | |
| trapp | trapp | trapp -el -n | | | | |KleineSchritte|
| trapp | trapp | trapp -en | | | | |Körperbewegung|
| tratsch | tratsch | tratsch -en | der Tratsch | | | |Resultat|
| tratsch | tratsch | ver- trätsch -en (U) | der Tratsch | | | |Resultat|
| trau | trau | trau -en | die Trau -ung | | | | |
| trauer | trauer | trauer -n | die Trauer | | | |Empfindung|
| traum | traum | träum -en (U) | der Traum | | | |Resultat|
| treck | treck | treck -en | der Treck | | | |Resultat|
| treff | treff | treff -en | der Treff | | | |Resultat|
| treib | treib | treib -en | der Trieb (A) | | | | |
| treidel | treidel | treidel -n | der Treidel | | | |Instrument| "schiff schleppen"
| trend | trend | trend -en | der Trend | | | neues Lehnwort < en. |Resultat|
| trenn | trenn | trenn -en | die Trenn -ung | | | | |
| trenz | trenz | trenz -en | | | | |Tiergeräusch|
| treppe | treppe | ab- treppe -n | die Treppe | | | |Analogon|
| tret | tret | tret -en | der Tritt (A) | | | | |
| treu | treu | be- treu -en | | treu | | | |
| treu | un- treu | ver- untreu -en | | untreu | | | |
| trichter | trichter | trichter -n | der Trichter | | | Lehnwort < lat. traiectorium |Instrument|
| trick | trick | trick -s -en | der Trick | | | |Resultat|
| trief | träuf (K) | träuf -el -n | | | | |KleineSchritte|
| trief | trief | trief -en | | | | | |
| triez | triez | triez -en | | | | |Stimmgeräusch|
| trigger | trigger | trigger -n | der Trigger | | | neues Lehnwort < en. |Instrument|
| trill | trill -er | triller -n | der Triller | | | ~ nl. trillen "zittern" |Resultat|
| trim | trimm | trimm -en | | | | neues Lehnwort < en. | |
| trink | tränk (K) | tränk -en | die Tränk -e | | | |Ort|
| trink | trink | trink -en | der Trunk (A) | | | | |
| tripp | tripp | tripp -el -n | | | | ~ en. to trip |KleineSchritte|
| trocken | trockn | trockn -en | | trocken | | | |
| trödel | trödel | trödel -n | | | | ~ trudeln |Körperbewegung| "ohne Eile gehen"
| trödel | trödel | trödel -n | der Trödel | | | |Instrument| "Trödel verkaufen"
| troll | troll | troll -en | der Troll | | | neues Lehnwort < en. |Lebewesen|
| tromm | tromm -el | trommel -n | die Trommel | | | ~ nl. trom ~ en. drum |Instrument|
| trompete | trompete | trompete -n | die Trompete | | | |Instrument|
| tropf | tropf | tröpf -el -n (U) | | | | ~ tropfen |KleineSchritte|
| tropf | tropf | tropf -en | der Tropf | | | |Resultat|
| trost | trost | tröst -en (U) | der Trost | | | |Resultat|
| tröt | tröt | tröt -en | | | | |Dinggeräusch|
| trott | trott | trott -el -n | | | | |Diminutiv|
| trott | trott | trott -en | der Trott | | | |Resultat|
| trotz | trotz | trotz -en | der Trotz | | | |Resultat|
| trüb | trüb | trüb -en | | trüb | | | |
| trudel | trudel | trudel -n | | | | ~ trödeln |Körperbewegung|
| trüffel | trüffel | trüffel -n | die Trüffel | | | |Meronym|
| trug | trug | trüg -en (U) | der Trug | | | |Resultat|
| trumm | trümm -er (U) | zer- trümmer -n | die Trümmer | | | |Resultat>Plural|
| trumpf | trumpf | trumpf -en | der Trumpf | | | |Instrument|
| tschilp | tschilp | tschilp -en | | | | |Tiergeräusch|
| tu | tu | tu -n | | | | | |
| tüchtig | tüchtig | er- tüchtig -en | | tüchtig | | ~ taugen | |
| tuck | tuck | tuck -er -n | | | tucktuck | |Dinggeräusch|
| tüder | tüder | tüder -n | der Tüder | | | < germ. \*teudr, en. tether |Instrument| "Vieh anbinden"
| tüder | tüter | be- tüter -n | | | | | | "umsorgen"
| tüftel | tüftel | tüftel -n | | | | | |
| tummel | tummel | tummel -n | | | | ~ taumeln |Körperbewegung|
| tünche | tünche | tünche -n | die Tünche | | | |Instrument|
| tune | tune | tune -n | | | | neues Lehnwort < en. | |
| tunke | tunke | tunke -n | die Tunke | | | |???| "Soße zum Tunken"
| tunnel | tunnel | tunnel -n | der Tunnel | | | |Analogon|
| tupf | tupf | tupf -en | der Tupf -en | | | |Resultat|
| tupp | be- tupp | betupp -en | | | | | | "betrügen"
| türk | türk | türk -en | | | | | | "fälschen"
| turm | turm | türm -en (U) | der Turm | | | |Analogon|
| turn | turn | turn -en | | | | |Körperbewegung|
| turtel | turtel | turtel -n | die Turtel -taube | | | Lehnwort < lat. turtur (r>l) |Lebewesen|
| tusch | tusch | tusch -el -n | | | tush | ~ en. tush |Stimmgeräusch|
| tusche | tusche | tusche -n | die Tusche | | | |Meronym|
| tut | tut | tut -en | | | | |Dinggeräusch|
| tüte | tüte | ein- tüte -n | die Tüte | | | |Ort|
| tweet | tweet | tweet -en | der Tweet | | | neues Lehnwort < en. |Resultat|
| twitter | twitter | twitter -n | | | Twitter | |Name|
| üb | üb | üb -en | die Üb -ung | | | | |
| übel | übel | ver- übel -n | | übel | | | |
| übrig | übrig | er- übrig -en | | übrig | | ~ über | |
| ufer | ufer | aus- ufer -n | das Ufer | | | < ie. \*āpero |Ort|
| ulk | ulk | ulk -en | der Ulk | | | |Resultat|
| unke | unke | unke -n | die Unke | | | |Lebewesen| "Kröte > vorhersagen"
| update | update | update -n | das Update | | | neues Lehnwort < en. |Resultat|
| upgrade | upgrade | upgrade -n | das Upgrade | | | neues Lehnwort < en. |Resultat|
| upload | upload | upload -en | der Upload | | | neues Lehnwort < en. |Resultat|
| urass | urass | urass -en | die Urass | | | |Analogon| "Überbleibsel von Viehfutter > verschwenden"
| uz | uz | uz -en | der Uz | | | ~ Ulrich |Resultat| "foppen"
| ver-dacht | verdacht -ig (U) | verdächtig -en | | verdächtig | | |Resultat|
| ver-stand | verständ -ig (U) | verständig -en | | verständig | | | |
| vesper | vesper | vesper -n | das Vesper | | | Lehnwort < lat. vespera |Verzehr|
| vetter | vetter | an/be/ver- vetter -n | der Vetter | | | ~ gr. pátrōs |Lebewesen|
| viel | viel -fach | ver- vielfach -en | | vielfach | | | |
| viel-falt | vielfält -ig (U) | ver- vielfältig -en | | vielfältig | | | |
| vlog | vlog | vlogg -en | der Vlog | | | neues Lehnwort < en. |Resultat|
| vogel | vogel | vögel -n (U) | der Vogel | | | < germ. \*fugla |Lebewesen|
| vogt | vogt | be- vogt -en | der Vogt | | | |Lebewesen|
| volk | völk -er (U) | be/ent/über- völker -n | die Völker | | | |Lebewesen>Plural|
| volk | volk | um- volk -en | das Volk | | | |Resultat|
| voll | voll | völl -en | | voll | | ~ Völle | |
| voll | voll | völl -er -n | | voll | | ~ Völle | | "Völlerei betreiben"
| voll-macht | vollmacht | be- vollmächt -ig -en (U) | die Vollmacht | | | |Resultat|
| vorder | forder | forder -n | | vorder | | | |
| wab | wab | wab -er -n | | | | < mhd. waben "bewegen" |Lichteffekt| "flackern"
| wab | wabb | wabb -el -n | | | | < mhd. waben "bewegen" |Hinundher|
| wach | wach | wach -en | | wach | | | |
| wachs 1 | wachs | wachs -en | | | | | | "größer werden"
| wachs 2 | wachs | wachs -en | der Wachs | | | < germ. \*wahsa |Meronym| "Kerzen/Bienenwachs"
| waffen | waffen | waffn -en | die Waffe | | | ~ Waffen, Wappen |Instrument|
| wag | wag | wag -en | | | | ~? Waage | |
| wahl | wahl | wähl -en (U) | die Wahl | | | |Resultat|
| wahn | wahn | wähn -en (U) | der Wahn | | | |Empfindung|
| wahr | wahr -heit | be- wahrheit -en | die Wahrheit | | | |Resultat|
| wahr | wahr -los | ver- wahrlos -en | | wahrlos | | < mhd. warlōs "nicht beachtet" | |
| währ | währ | währ -en | | | währ -end | | | "dauern"
| wahr | wahr | wahr -en | | wahr | | ~ bewahren, verwahren | |
| waise | waise | ver- waise -n | die Waise | | | |Lebewesen|
| wald | wald | ent- wald -en | der Wald | | | |Meronym|
| walk 1 | walg | wälg -er -n (U) | | | | < ahd. walagôn "rollen" | | "Teig ausrollen"
| walk 1 | walk | walk -en | die Walk -e | | | |Instrument|
| walk 2 | walk | walk -en | | | | neues Lehnwort < en. | | "laufen"
| wall 1 | wall | wall -en | | | | ~ Wallfahrt |Körperbewegung|
| wall 2 | wall | wäll -en (U) | | | | | | "sieden lassen"
| wall 2 | wall | wall -en | die Wall -ung | | | | | "sieden"
| walt | ge- walt | ver- gewalt -ig -en | die Gewalt | | | |Resultat|
| walt | wält -ig (U) | be- wältig -en | | | | < mhd. waltec "mächtig" | |
| walt | walt | walt -en | die Ge- walt | | | | | "herrschen"
| walz | walz | walz -en | die Walz | | | ~ Walzer, auf die Walz gehen < germ. \*waltō |Analogon| "wandern, tanzen"
| walze | walze | wälze -n (U) | die Walze | | | |Analogon|
| walze | walze | walze -n | die Walze | | | |Instrument|
| wams | wams | wams -en | das Wams | | | ~ nl. wambuis |Körperbewegung| "prügeln"
| wand 1 | wand | um- wand -en | die Wand | | | |Meronym|
| wand 2 | wand -el | wandel -n | der Wandel | | | < mhd. wanten "drehen" |Resultat|
| wand 2 | wand | wand -er -n | die Wander -ung | | | < mhd. wanten "drehen" |Körperbewegung|
| wank | wank | wank -en | | | | ~ Wank |Körperbewegung|
| wanze | wanze | ver- wanze -n | die Wanze | | | |Analogon|
| wappen | wappen | wappn -en | das Wappen | | | |???|
| warm | warm | er- warm -en | | warm | | | |
| warm | warm | wärm -en (U) | | warm | | | |
| warn | warn | warn -en | die Warn -ung | | | | |
| wart | ge- wärt -ig (U) | gewärtig -en | | gewärtig | | ~ warten | | "erwarten"
| wart | wart | wart -en | die Wart -e | | | |Ort|
| wasch | wasch | wasch -en | die Wäsch -e (U) | | | | |
| wasser | wasser | wässer -n (U) | das Wasser | | | < germ. \*watr |Meronym|
| wasser | wasser | wasser -n | das Wasser | | | < germ. \*watr |Ort|
| wat | wat | wat -en | das Watt | | | |Ort|
| watsch | watsch | ab- watsch -en | | | | |Körperbewegung| "ohrfeigen"
| watsch | watsch | watsch -el -n | | | | |Hinundher| "schwanken"
| web | web | web -en | | | | | |
| weck | weck | weck -en | | | | | |
| wedel | wedel | wedel -n | der Wedel | | | < germ. \*waþila |Analogon|
| weg | wack (A) | wack -el -n | | | | < mhd. wagen "bewegen" ~ en. to wag |Hinundher|
| weg | wäg | wäg -en | | | | ~ bewegen, erwägen, abwägen | | "prüfen"
| weg | weg | be- weg -en | der Weg | | | |Ort|
| weh | weh | weh -en | | | | | |
| wehr | wehr | wehr -en | die Wehr | | | ~ das Wehr |Ort|
| weib | weib -lich | ver- weiblich -en | | weiblich| | | |
| weich 1 | weich -lich | ver- weichlich -en | | weichlich | | ~ ADJ weich | |
| weich 1 | weich | weich -en | | weich | | < germ. \*waika ~ einweichen | |
| weich 2 | wech -sel | wechsel -n | der Wechsel | | | ~ weichen |Resultat|
| weich 2 | weich | weich -en | die Weich -e | | | < germ. \*wīkan ~ abweichen, entweichen |Instrument| "entfernen"
| weide | weide | weide -n | die Weide | | | |Ort|
| weife | weife | weife -n | die Weife | | | |Instrument| "Garnwinde"
| weiger | weiger | weiger -n | die Weiger -ung | | | < germ. \*waigara | |
| weih-nacht | weihnacht | weihnacht -en | die Weihnacht | | | |Analogon|
| weih-rauch | weihrauch | be- weihräuch -er -n (U) | der Weihrauch | | | |Instrument|
| weihe | weihe | weihe -n | die Weihe | | | |Resultat|
| weile | weile | weile -n | die Weile | | | |???| "Kurzer Zeitraum > sich aufhalten"
| wein | wein | wein -en | | | | |Stimmgeräusch|
| weis | weis | weis -en | | | | | |
| weiß | weiß | weiß -en | | weiß | | | |
| weit | weit -er | er- weiter -n | | weiter | | | |
| weit | weit | weit -en | | weit | | | |
| welk | welk | welk -en | | welk | | | |
| welle | welle | welle -n | die Welle | | | |Resultat|
| welt | welt -lich | ver- weltlich -en | | weltlich | | | |
| werb | werb | werb -en | die Werb -ung | | | | |
| werd | werd | werd -en | | | | | |
| werf | werf | werf -en | der Wurf (A) | | | |Körperbewegung|
| werf | worf (A) | worf -el -n | | | | |Wiederholung| "Getreide von Spreu reinigen"
| werf | würf -el (A) | würfel -n | der Würfel | | | ~ werfen |Instrument|
| werk | werk | werk -el -n | | | | ~ werken |Diminutiv|
| werk | werk | werk -en | das Werk | | | |Resultat|
| werk-stell | werkstell -ig | be- werkstellig -en | | | werk stellen | < mhd. ze werce stellen | |
| wert | wert | wert -en | der Wert | | | |Resultat| "den Wert einschätzen"
| wes | wes | ent/ver- wes -en | das Wes -en | | | |Lebewesen|
| west | west -lich | ver- westlich -en | | westlich | | | |
| west | west | west -en | der West -en | | | |Ort|
| wette | wette | wette -n | die Wette | | | |Resultat|
| wetter | ge- witter (A) | gewitter -n | das Gewitter | | | ~ Wetter < germ. \*wedra |Resultat|
| wetter | wetter | wetter -n | das Wetter | | | < germ. \*wedra |Resultat|
| wetter | witter (A) | witter -n | die Witter -ung | | | ~ Wetter < germ. \*wedra | |
| wetz | wetz | wetz -en | | | | | |
| wibbel | wibbel | wibbel -n | | | | |Körperbewegung|
| wichse | wichse | wichse -n | die Wichse | | | ~ Wachs |Meronym|
| wicht 1 | ge- wicht | gewicht -en | das Gewicht | | | <  germ. \*wehti |Instrument|
| wicht 2 | wicht -el | wichtel -n | der Wichtel | | | < germ. \*wihta |Lebewesen>Diminutiv|
| wickel | wickel | wickel -n | der Wickel | | | |Resultat|
| wider | wider | an/er- wider -n | | | wider | | |
| widm | widm | widm -en | die Widm -ung | | | | |
| wieg | wieg | ab/auf- wieg -el -n | | | | ~ bewegen | |
| wieg | wieg | wieg -en | die Waag -e (A) | | | ~ bewegen (wog, gewogen) | | "messen"
| wieg | wieg | wieg -en | die Wieg -e | | | ~ bewegen (wiegte, gewiegt) |Instrument| "hin und her bewegen"
| wieh | wieh | wieh -er -n | | | wieh | |Tiergeräusch|
| wien | wien | wien -er -n | | | Wien | |Instrument| "putzen mit Wiener Kalk"
| wiesel | wiesel | wiesel -n | das Wiesel | | | |Lebewesen|
| wild | wild | er- wild -en | | wild | | | | "wild werden"
| wild | wild | wild -el -n | | wild | | | | "wild gebärden"
| wild | wild | wild -el -n | das Wild | | | |Lebewesen| "wie Wild riechen"
| wild | wild | wild -er -n | das Wild | | | |Resultat| "unberechtigt Wild fangen"
| wille | will -ig | willig -en | | willig | | | |
| wimmel | wimmel | wimmel -n | | | | |Körperbewegung| "durcheinander bewegen"
| wimmer | wimmer | wimmer -n | | | | |Stimmgeräusch|
| wimpel | wimpel | be- wimpel -n | der Wimpel | | | |Meronym|
| wind | wend (K) | wend -el -n | | | | ~ Wendeltreppe |Wiederholung|
| wind | wend (K) | wend -en | die Wend -e | | | |Resultat|
| wind | wind | wind -en | der Wind | | | |Analogon| "wehen"
| winde | winde -l | windel -n | die Windel | | | |Meronym| "Windel umlegen"
| winde | winde | winde -n | die Winde | | | |Instrument| "drehen"
| wink | wink | wink -en | der Wink | | | |Resultat|
| winkel | winkel | an- winkel -n | der Winkel | | | ~? winken |Resultat|
| winn | ge- winn | gewinn -en | der Gewinn | | | |Resultat|
| wins | wins | wins -el -n | | | | < mhd. winsen ~ weinen |Diminutiv|
| winter | winter | über- winter -n | der Winter | | | < germ. \*wentru |Resultat|
| wippe | wippe | wippe -n | die Wippe | | | |Instrument|
| wirbel | wirbel | wirbel -n | der Wirbel | | | |Resultat|
| wirk | wirk -lich | ver- wirklich -en | | wirklich | | ~ wirken | |
| wirk | wirk | wirk -en | | | | ~ werken | |
| wirr | wirr | wirr -en | | wirr | | | |
| wirt | wirt -schaft | wirtschaft -en | die Wirtschaft | | | |Analogon|
| wirt | wirt | be- wirt -en | der Wirt | | | |Lebewesen|
| wisch | wisch | wisch -en | der Wisch | | | |Instrument|
| wispel | wispel | wispel -n | | | | |Stimmgeräusch|
| wisper | wisper | wisper -n | | | | |Stimmgeräusch|
| wiss | ge- wiss | ver- gewiss -er -n | | gewiss | | | |
| wiss | wiss | wiss -en | | | | ~ das Wissen | |
| witsch | witsch | witsch -en | | | | |Körperbewegung| "entwischen"
| witwe | witwe | ver- witwe -n | die Witwe | | | |Lebewesen|
| witz | witz | witz -el -n | der Witz | | | |Analogon|
| woge | woge | woge -n | die Woge | | | |Resultat|
| wöhn | ge- wöhn | gewöhn -en | | | | < mhd. wennen ~ verwöhnen, entwöhnen, gewohnt | |
| wohn | wohn | wohn -en | die Wohn -ung | | | | |
| wölb | wölb | wölb -en | die Wölb -ung | | | | |
| wölke | wölke | wölke -n | die Wolke | | | |Resultat|
| woll | woll | woll -en | | | | | |
| wort | für- wort | be- fürwort -en | das Fürwort | | | |Resultat| "Fürsprache" (≠ Pronomen)
| wort | wort | wort -en | das Wort | | | |Resultat|
| wrack | wrack | ab- wrack -en | das Wrack | | | |Resultat|
| wrigg | wrigg | wrigg -el -n | | | | |Hinundher| "Boot bewegen"
| wrigg | wrigg | wrigg -en | | | | | | "Boot bewegen"
| wring | wring | wring -en | | | | | |
| wucher | wucher | wucher -n | der Wucher | | | < germ. \*wōkra |Resultat|
| wucht | wucht | wucht -en | die Wucht | | | |???| "wuchtig sein, schwer arbeiten"
| wühl | wühl | wühl -en | | | | |Körperbewegung|
| wulst | wulst | wulst -en | die Wulst | | | |Resultat|
| wummer | wummer | wummer -n | | | | |Dinggeräusch|
| wund | wund | ver- wund -en | | wund | | | |
| wunder | wunder | wunder -n | das Wunder | | | < germ. \*wundra |Empfindung|
| wunsch | wunsch | wünsch -en (U) | der Wunsch | | | |Empfindung|
| wupp | wupp | wupp -en | | | | | |
| würde | würde | würd -ig -en | die Würde | | | |Resultat|
| würg | würg | würg -en | | | | | |
| wurm | wurm | wurm -en | der Wurm | | | |Lebewesen|
| wurst | wurst | wurst -el -n | | | | ~ würsteln | |
| wurst | wurst | wurst -en | die Wurst | | | |Resultat|
| wurz | wurz -el | wurzel -n | die Wurzel | | | < ahd. wurz "Wurzel" |Resultat>Diminutiv|
| würze | würze | würze -n | die Würze | | | |Meronym|
| wuschel | wuschel | wuschel -n | der Wuschel | | | |Ort| "Haarschopf"
| wusel | wusel | wusel -n | | | | |Körperbewegung|
| wüst | wüst | ver- wüst -en | | wüst | | | |
| wut | wut | wüt -en (U) | die Wut | | | |Empfindung|
| wutsch | wutsch | wutsch -en | | | | |Körperbewegung|
